store_name,store_id,date,total_signals,unique_visits,student,honda,addidas,retired,bmw,employed,h_&_m,mercedes-benz,job_seeking,tommy_helfinger,apple,male,female,low_income,middle_income,high_income
Rewe,place_203,2021-01-09,2,2,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1
Kaufland,place_225,2021-01-16,2,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,1
Rewe,place_203,2021-01-06,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
Kaufland,place_226,2021-01-16,2,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0
Kaufland,place_226,2021-01-20,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
Kaufland,place_227,2021-01-02,2,2,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0
Rewe,place_200,2021-01-13,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
Rewe,place_200,2021-01-12,2,2,0,1,0,0,1,0,0,0,0,0,0,2,0,2,0,0
Rewe,place_200,2021-01-08,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
Rewe,place_151,2021-01-21,2,2,0,0,0,0,1,1,0,0,0,0,0,2,0,1,1,0
Aldi,place_79,2021-01-14,2,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0
Aldi,place_72,2021-01-15,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
Aldi,place_135,2021-01-09,2,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0
Aldi,place_79,2021-01-17,2,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0
Rewe,place_173,2021-01-09,2,2,0,1,0,0,0,0,0,0,0,1,0,2,0,0,1,1
Aldi,place_135,2021-01-05,2,2,0,0,1,0,0,0,0,1,0,0,0,2,0,0,2,0
Rewe,place_175,2021-01-08,2,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0
Aldi,place_123,2021-01-14,2,1,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0
Rewe,place_157,2021-01-13,2,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2
Rewe,place_157,2021-01-15,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
Rewe,place_189,2021-01-04,2,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2
Aldi,place_132,2021-01-18,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
Rewe,place_151,2021-01-09,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0
Rewe,place_151,2021-01-08,2,1,0,0,2,0,0,0,0,0,0,2,0,2,0,0,2,0
Aldi,place_62,2021-01-09,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
Rewe,place_187,2021-01-16,2,2,0,1,0,0,0,1,0,0,0,0,0,2,0,0,1,1
Rewe,place_176,2021-01-18,2,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0
Rewe,place_176,2021-01-19,2,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0
Aldi,place_132,2021-01-09,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
Rewe,place_187,2021-01-15,2,2,1,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1
Aldi,place_132,2021-01-06,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
Rewe,place_148,2021-01-18,2,1,0,2,0,0,0,0,0,0,2,0,0,2,0,0,2,0
Aldi,place_132,2021-01-05,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
Rewe,place_178,2021-01-02,2,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0
Rewe,place_158,2021-01-11,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0
Aldi,place_131,2021-01-16,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
Rewe,place_156,2021-01-02,2,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0
Rewe,place_158,2021-01-18,2,2,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,1
Aldi,place_131,2021-01-06,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
Rewe,place_178,2021-01-19,2,1,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0
Rewe,place_178,2021-01-20,2,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
Rewe,place_190,2021-01-06,2,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1
Aldi,place_135,2021-01-12,2,2,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1
Aldi,place_135,2021-01-18,2,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
Rewe,place_171,2021-01-12,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
Rewe,place_154,2021-01-18,2,2,0,0,1,0,0,0,0,0,1,0,0,2,0,0,2,0
Rewe,place_154,2021-01-16,2,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0
Aldi,place_77,2021-01-21,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
Aldi,place_77,2021-01-16,2,1,0,0,2,0,0,2,0,0,0,0,0,2,0,0,2,0
Aldi,place_79,2021-01-02,2,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0
Aldi,place_60,2021-01-11,2,2,0,0,0,0,0,0,0,1,0,1,0,2,0,0,2,0
Aldi,place_60,2021-01-06,2,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0
Aldi,place_58,2021-01-15,2,2,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0
Aldi,place_58,2021-01-07,2,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1
Aldi,place_58,2021-01-06,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
Aldi,place_58,2021-01-04,2,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0
Aldi,place_55,2021-01-15,2,2,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0
Rewe,place_171,2021-01-05,2,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2
Rewe,place_153,2021-01-09,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
Aldi,place_79,2021-01-12,2,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0
Rewe,place_156,2021-01-21,2,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0
Rewe,place_171,2021-01-14,2,2,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1
Rewe,place_165,2021-01-09,2,1,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0
Aldi,place_136,2021-01-19,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
Aldi,place_119,2021-01-05,2,2,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0
Aldi,place_60,2021-01-14,2,2,0,0,0,0,0,0,0,1,1,0,0,2,0,1,1,0
Aldi,place_61,2021-01-07,2,2,0,1,0,0,0,0,0,0,1,0,1,2,0,0,2,0
Aldi,place_136,2021-01-11,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1
Aldi,place_79,2021-01-11,2,1,0,2,0,0,0,0,2,0,0,0,0,0,2,0,2,0
Rewe,place_157,2021-01-11,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
Aldi,place_136,2021-01-07,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
Rewe,place_153,2021-01-02,2,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0
Aldi,place_136,2021-01-05,2,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0
Rewe,place_179,2021-01-02,2,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0
Rewe,place_193,2021-01-07,2,2,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0
Rewe,place_138,2021-01-21,2,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2
Aldi,place_84,2021-01-02,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
Rewe,place_160,2021-01-04,2,2,1,0,0,0,1,0,0,1,0,0,0,2,0,1,1,0
Rewe,place_182,2021-01-08,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1
Rewe,place_179,2021-01-06,2,2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
Rewe,place_144,2021-01-02,2,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0
Rewe,place_160,2021-01-07,2,1,0,0,0,0,2,0,0,2,0,0,0,2,0,2,0,0
Rewe,place_162,2021-01-14,2,2,0,0,0,0,0,1,0,1,0,0,0,2,0,1,0,1
Rewe,place_182,2021-01-11,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
Rewe,place_141,2021-01-14,2,2,0,2,0,0,0,1,0,0,0,0,0,2,0,0,2,0
Rewe,place_182,2021-01-15,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
Rewe,place_191,2021-01-05,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
Rewe,place_160,2021-01-12,2,2,0,0,0,0,1,0,1,1,0,0,1,2,0,1,1,0
Rewe,place_187,2021-01-04,2,2,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0
Rewe,place_141,2021-01-08,2,2,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0
Rewe,place_191,2021-01-04,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
Rewe,place_141,2021-01-07,2,2,1,1,0,0,1,0,0,1,0,0,0,2,0,0,0,2
Aldi,place_120,2021-01-15,2,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0
Rewe,place_141,2021-01-02,2,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0
Rewe,place_140,2021-01-21,2,2,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0
Rewe,place_160,2021-01-16,2,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0
Rewe,place_183,2021-01-04,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1
Rewe,place_140,2021-01-19,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
Rewe,place_183,2021-01-21,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0
Rewe,place_140,2021-01-10,2,1,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
Aldi,place_68,2021-01-14,2,1,0,2,0,0,0,2,0,0,0,2,0,2,0,0,2,0
Rewe,place_183,2021-01-15,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
Rewe,place_161,2021-01-19,2,2,0,1,1,0,0,0,0,0,0,0,0,2,0,0,2,0
Aldi,place_87,2021-01-06,2,2,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1
Aldi,place_127,2021-01-09,2,1,0,0,0,2,0,0,0,0,0,0,2,2,0,0,2,0
Rewe,place_154,2021-01-19,2,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0
Aldi,place_83,2021-01-02,2,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
Rewe,place_159,2021-01-18,2,2,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0
Rewe,place_191,2021-01-11,2,2,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,1
Aldi,place_130,2021-01-02,2,1,2,0,0,0,0,0,2,2,0,0,0,2,0,0,2,0
Aldi,place_119,2021-01-20,2,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0
Rewe,place_146,2021-01-02,2,2,0,0,0,0,0,0,1,0,0,0,1,2,0,0,2,0
Aldi,place_83,2021-01-20,2,1,2,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0
Aldi,place_62,2021-01-12,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
Rewe,place_179,2021-01-19,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0
Aldi,place_71,2021-01-21,2,1,0,0,2,0,0,2,0,0,0,0,0,2,0,0,2,0
Rewe,place_179,2021-01-20,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
Rewe,place_145,2021-01-12,2,2,1,0,0,0,1,0,0,0,0,1,0,2,0,0,1,1
Rewe,place_191,2021-01-15,2,2,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0
Rewe,place_180,2021-01-02,2,2,0,0,0,0,1,0,0,1,0,0,0,2,0,0,2,0
Rewe,place_190,2021-01-13,2,1,2,2,0,0,2,0,0,0,0,0,0,2,0,0,2,0
Rewe,place_148,2021-01-01,2,1,0,2,0,0,0,0,0,0,2,0,0,2,0,0,2,0
Rewe,place_148,2021-01-06,2,2,0,1,0,0,0,0,0,0,1,0,0,2,0,0,2,0
Rewe,place_180,2021-01-21,2,2,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0
Rewe,place_148,2021-01-02,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
Rewe,place_159,2021-01-21,2,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0
Rewe,place_145,2021-01-15,2,2,0,0,0,1,1,0,0,0,0,1,0,2,0,1,0,1
Aldi,place_82,2021-01-07,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
Rewe,place_180,2021-01-08,2,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1
Aldi,place_107,2021-01-20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Aldi,place_108,2021-01-04,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
Aldi,place_109,2021-01-16,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Aldi,place_65,2021-01-14,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Aldi,place_109,2021-01-06,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
Aldi,place_109,2021-01-11,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
Aldi,place_60,2021-01-13,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
Aldi,place_109,2021-01-14,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Aldi,place_62,2021-01-04,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Aldi,place_108,2021-01-05,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
Aldi,place_108,2021-01-07,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Aldi,place_64,2021-01-15,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Aldi,place_64,2021-01-14,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
Aldi,place_108,2021-01-11,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Aldi,place_64,2021-01-04,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
Aldi,place_108,2021-01-17,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Aldi,place_108,2021-01-16,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Aldi,place_62,2021-01-18,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Aldi,place_61,2021-01-08,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
Aldi,place_64,2021-01-01,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Aldi,place_62,2021-01-02,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Aldi,place_108,2021-01-12,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Aldi,place_61,2021-01-19,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
Aldi,place_87,2021-01-16,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
Aldi,place_107,2021-01-17,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Kaufland,place_215,2021-01-18,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Aldi,place_106,2021-01-08,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
Aldi,place_106,2021-01-06,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
Kaufland,place_215,2021-01-12,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Aldi,place_129,2021-01-19,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Aldi,place_129,2021-01-18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Aldi,place_129,2021-01-07,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Aldi,place_127,2021-01-16,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Aldi,place_127,2021-01-02,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Aldi,place_125,2021-01-19,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
Aldi,place_125,2021-01-15,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Aldi,place_105,2021-01-16,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Aldi,place_105,2021-01-06,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Aldi,place_130,2021-01-16,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Aldi,place_124,2021-01-04,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Aldi,place_103,2021-01-13,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Aldi,place_125,2021-01-06,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Aldi,place_102,2021-01-18,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Kaufland,place_216,2021-01-04,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Aldi,place_102,2021-01-09,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
Aldi,place_102,2021-01-04,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
Aldi,place_124,2021-01-15,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
Aldi,place_124,2021-01-14,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Kaufland,place_216,2021-01-05,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
Aldi,place_101,2021-01-05,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Aldi,place_130,2021-01-04,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Aldi,place_130,2021-01-18,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Aldi,place_60,2021-01-12,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1
Aldi,place_123,2021-01-08,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Aldi,place_58,2021-01-11,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Aldi,place_58,2021-01-02,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
Aldi,place_54,2021-01-21,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
Aldi,place_54,2021-01-08,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Aldi,place_121,2021-01-09,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
Aldi,place_54,2021-01-04,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Aldi,place_136,2021-01-16,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
Aldi,place_107,2021-01-08,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Aldi,place_107,2021-01-07,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Aldi,place_107,2021-01-02,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Aldi,place_135,2021-01-16,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Aldi,place_67,2021-01-02,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Aldi,place_130,2021-01-21,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Aldi,place_123,2021-01-11,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
Aldi,place_106,2021-01-19,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Aldi,place_106,2021-01-16,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
Aldi,place_123,2021-01-15,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Aldi,place_132,2021-01-20,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Aldi,place_132,2021-01-19,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Aldi,place_123,2021-01-16,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Aldi,place_123,2021-01-18,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
Aldi,place_131,2021-01-14,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Aldi,place_123,2021-01-19,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Aldi,place_106,2021-01-11,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
Aldi,place_66,2021-01-06,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Aldi,place_113,2021-01-05,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Aldi,place_67,2021-01-04,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
Aldi,place_98,2021-01-02,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Aldi,place_98,2021-01-15,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Aldi,place_98,2021-01-12,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Aldi,place_98,2021-01-09,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Aldi,place_98,2021-01-08,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Aldi,place_81,2021-01-19,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
Aldi,place_98,2021-01-03,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Aldi,place_82,2021-01-08,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Aldi,place_96,2021-01-02,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Aldi,place_116,2021-01-09,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
Aldi,place_116,2021-01-12,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Aldi,place_82,2021-01-18,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Aldi,place_96,2021-01-21,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Aldi,place_96,2021-01-18,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Aldi,place_96,2021-01-14,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Aldi,place_98,2021-01-21,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Aldi,place_81,2021-01-16,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Aldi,place_99,2021-01-04,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Aldi,place_81,2021-01-15,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
Aldi,place_99,2021-01-19,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Aldi,place_81,2021-01-02,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0
Burger King,place_35,2021-01-04,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Aldi,place_80,2021-01-15,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Aldi,place_80,2021-01-14,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Burger King,place_35,2021-01-08,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
Aldi,place_80,2021-01-08,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Burger King,place_35,2021-01-14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Burger King,place_35,2021-01-19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Aldi,place_80,2021-01-06,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Burger King,place_38,2021-01-02,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Aldi,place_79,2021-01-21,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Burger King,place_38,2021-01-04,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Aldi,place_96,2021-01-04,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Aldi,place_95,2021-01-02,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
Aldi,place_121,2021-01-08,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Aldi,place_88,2021-01-16,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
